RT_ID,SN_B,STOP_CD_B,SN_E,STOP_CD_E,DIST,LMT_SPD
VACNST-NA2,5,FULCB1A,6,EPUSI1A,362,40
VACNST-NA2,6,EPUSI1A,7,POLIC1A,391,30
VACNST-NA2,7,POLIC1A,8,CSTSL2A,65,40
VACNST-NA2,8,CSTSL2A,9,ESCSL2A,331,30
VACNST-NA2,9,ESCSL2A,10,ET4SL2A,285,40
VACNST-NA2,10,ET4SL2A,11,C10SL2A,163,40
VACNST-NA2,11,C10SL2A,12,GUASL2A,145,40
VACNST-NA2,12,GUASL2A,13,STMSL2A,398,30
VACNST-NA2,13,STMSL2A,14,SANTA2A,360,40
VACNST-NA2,14,SANTA2A,15,ESTASLA,379,40
VACNTE-NA2,1,ESTAN1A,2,ESTAN2A,241,60
VACNTE-NA2,2,ESTAN2A,3,IBVTK2A,474,60
VACNTE-NA2,3,IBVTK2A,4,OJOAG2A,295,60
VACNTE-NA2,4,OJOAG2A,5,FULCB1A,1768,40
VACNTE-NA2,5,FULCB1A,6,EPUSI1A,362,40
VACNTE-NA2,6,EPUSI1A,7,POLIC1A,391,30
VACNTE-NA2,7,POLIC1A,8,ESCSL2A,331,30
VACNTE-NA2,8,ESCSL2A,9,ET4SL2A,285,40
VACNTE-NA2,9,ET4SL2A,10,C10SL2A,163,40
VACNTE-NA2,10,C10SL2A,11,GUASL2A,145,40
VACNTE-NA2,11,GUASL2A,12,STMSL2A,398,30
VACNTE-NA2,12,STMSL2A,13,SANTA2A,360,40
VACNTE-NA2,13,SANTA2A,14,ESTATCA,936,40
VACPPF-NA2,1,ESTAN1A,2,SJOTK1A,606,60
VACPPF-NA2,2,SJOTK1A,3,RODTK1A,306,60
VACPPF-NA2,3,RODTK1A,4,PAZTK1A,372,60
VACPPF-NA2,4,PAZTK1A,5,ERUTK1A,221,60
VACPPF-NA2,5,ERUTK1A,6,PSMTK4A,659,60
VACPPF-NA2,6,PSMTK4A,7,SSMTM3A,100,50
VACPPF-NA2,7,SSMTM3A,8,COLTM2A,393,60
VACPPF-NA2,8,COLTM2A,9,SHETM2A,619,60
VACPPF-NA2,9,SHETM2A,10,ROOTM2A,608,40
VACPPF-NA2,10,ROOTM2A,11,BALBO2A,1164,60
VACPPF-NA2,11,BALBO2A,12,PBAVE1A,842,40
VACRAE-NA2,1,ESTAN1A,2,ESTAN2A,241,60
VACRCAZ-N2,1,ESTAN1A,2,ESTAN2A,241,60
VACRCAZ-N2,2,ESTAN2A,3,IBVTK2A,474,60
VACRCAZ-N2,3,IBVTK2A,4,OJOAG2A,295,60
VACRCAZ-N2,4,OJOAG2A,5,ETITK3A,796,40
VACRCAZ-N2,5,ETITK3A,6,CSITK2A,208,60
VACRCAZ-N2,6,CSITK2A,7,MILTK2A,978,60
VACRCAZ-N2,7,MILTK2A,8,CHITK2A,684,60
VACRCAZ-N2,8,CHITK2A,9,CELTK2A,278,60
VACRCAZ-N2,9,CELTK2A,10,ZAITK2A,313,60
VACRCAZ-N2,10,ZAITK2A,11,ULATK2A,240,60
VACRCAZ-N2,11,ULATK2A,12,ROCTK2A,428,60
VACRCAZ-N2,12,ROCTK2A,13,PALTK2A,268,60
VACRCAZ-N2,14,LAJTK2A,15,GONTK2A,764,60
VACRCAZ-N2,15,GONTK2A,16,EBETK2A,538,60
VACRCAZ-N2,16,EBETK2A,17,FLOTK2A,593,60
VACRCAZ-N2,17,FLOTK2A,18,CABTK2A,611,60
VACRCAZ-N2,18,CABTK2A,19,CIUCB2A,793,60
VACRCAZ-N2,19,CIUCB2A,20,VCUTK2A,586,60
VACRCAZ-N2,20,VCUTK2A,21,ROQTK2A,327,60
VACRCAZ-N2,21,ROQTK2A,22,EALCDIA,632,30
VACRCBN-N2,1,ESTAN1A,2,ESTAN2A,241,60
VACRCBN-N2,2,ESTAN2A,3,IBVTK2A,474,60
VACRCBN-N2,3,IBVTK2A,4,OJOAG2A,295,60
VACRCBN-N2,4,OJOAG2A,5,ETITK3A,796,40
VACRCBN-N2,5,ETITK3A,6,CSITK2A,208,60
VACRCBN-N2,6,CSITK2A,7,MILTK2A,978,60
VACRCBN-N2,7,MILTK2A,8,CHITK2A,684,60
VACRCBN-N2,8,CHITK2A,9,CELTK2A,278,60
VACRCBN-N2,9,CELTK2A,10,ZAITK2A,313,60
VACRCBN-N2,10,ZAITK2A,11,ULATK2A,240,60
VACRCBN-N2,11,ULATK2A,12,ROCTK2A,428,60
VACRCBN-N2,12,ROCTK2A,13,PALTK2A,268,60
VACRCBN-N2,13,PALTK2A,14,LAJTK2A,463,60
VACRCBN-N2,14,LAJTK2A,15,GONTK2A,764,60
VACRCBN-N2,15,GONTK2A,16,EBETK2A,538,60
VACRCBN-N2,16,EBETK2A,17,FLOTK2A,593,60
VACRCBN-N2,17,FLOTK2A,18,CABTK2A,611,60
VACRCBN-N2,18,CABTK2A,19,CIUCB2A,793,60
VACRCBN-N2,19,CIUCB2A,20,VCUTK2A,586,60
VACRCBN-N2,20,VCUTK2A,21,ROQTK2A,327,60
VACRCBN-N2,21,ROQTK2A,22,ADITK2A,537,60
VACRCBN-N2,22,ADITK2A,23,VGRTK2A,902,60
VACRCBN-N2,23,VGRTK2A,24,BALTK2A,522,60
VACRCBN-N2,24,BALTK2A,25,PANTK2A,543,60
VACRCBN-N2,25,PANTK2A,26,NVATK2A,494,60
VACRCBN-N2,26,NVATK2A,27,ANCTK2A,516,60
VACRCBN-N2,27,ANCTK2A,28,CANTK2A,624,60
VACRCBN-N2,28,CANTK2A,29,HCRTK2A,505,60
VACRCBN-N2,29,HCRTK2A,30,VINTK2A,296,60
VACRCBN-N2,30,VINTK2A,31,SANVI2A,910,60
VACRCBN-N2,31,SANVI2A,32,ABUTK2A,385,60
VACRCBN-N2,32,ABUTK2A,33,UNITK2A,354,60
VACRCBN-N2,33,UNITK2A,34,GRATK2A,391,60
VACRCBN-N2,34,GRATK2A,35,PEDTK2A,483,60
VACRCBN-N2,35,PEDTK2A,36,LONTK2A,472,60
VACRCBN-N2,36,LONTK2A,37,LLCTK4A,406,60
VACRCBN-N2,37,LLCTK4A,38,ECRTK2A,170,60
VACRCBN-N2,38,ECRTK2A,39,DONBN2A,240,60
VACREA-NA2,1,ESTAN1A,2,ESTAN2A,241,60
VACREA-NA2,2,ESTAN2A,3,OJOAG2A,295,60
VACREA-NA2,3,OJOAG2A,4,ETITK3A,796,40
VACREA-NA2,4,ETITK3A,5,CSITK2A,208,60
VACREA-NA2,5,CSITK2A,6,MILTK2A,978,60
VACREA-NA2,7,CHITK2A,8,CELTK2A,278,60
VACREA-NA2,8,CELTK2A,9,ZAITK2A,313,60
VACREA-NA2,9,ZAITK2A,10,ULATK2A,240,60
VACREA-NA2,10,ULATK2A,11,ROCTK2A,428,60
VACREA-NA2,11,ROCTK2A,12,PALTK2A,268,60
VACREA-NA2,12,PALTK2A,13,LAJTK2A,463,60
VACREA-NA2,13,LAJTK2A,14,GONTK2A,764,60
VACREA-NA2,14,GONTK2A,15,EBETK2A,538,60
VACREA-NA2,15,EBETK2A,16,FLOTK2A,593,60
VACREA-NA2,16,FLOTK2A,17,CABTK2A,611,60
VACREA-NA2,17,CABTK2A,18,MECCB2A,728,60
VACREA-NA2,18,MECCB2A,19,JUDCB2A,331,40
VACREA-NA2,19,JUDCB2A,20,MELCB2A,441,40
VACREA-NA2,20,MELCB2A,21,C4BCB2A,522,30
VACREA-NA2,21,C4BCB2A,22,C7BCB2A,337,40
VACREA-NA2,22,C7BCB2A,23,TERCB2A,347,40
VACREA-NA2,23,TERCB2A,24,BOLIV2A,467,40
VACREA-NA2,24,BOLIV2A,25,NATCB3A,246,40
VACREA-NA2,25,NATCB3A,26,AVFCB2A,314,40
VACREA-NA2,26,AVFCB2A,27,BOLCB2A,246,40
VACREA-NA2,27,BOLCB2A,28,AMANE1A,344,40
VACREC-NA2,1,ESTAN1A,2,ESTAN2A,241,60
VACREC-NA2,2,ESTAN2A,3,IBVTK2A,474,60
VACREC-NA2,3,IBVTK2A,4,OJOAG2A,295,60
VACREC-NA2,4,OJOAG2A,5,ETITK3A,796,40
VACREC-NA2,5,ETITK3A,6,CSITK2A,208,60
VACREC-NA2,6,CSITK2A,7,MILTK2A,978,60
VACREC-NA2,7,MILTK2A,8,CHITK2A,684,60
VACREC-NA2,8,CHITK2A,9,CELTK2A,278,60
VACREC-NA2,9,CELTK2A,10,ZAITK2A,313,60
VACREC-NA2,10,ZAITK2A,11,ULATK2A,240,60
VACREC-NA2,11,ULATK2A,12,ROCTK2A,428,60
VACREC-NA2,12,ROCTK2A,13,PALTK2A,268,60
VACREC-NA2,13,PALTK2A,14,LAJTK2A,463,60
VACREC-NA2,14,LAJTK2A,15,GONTK2A,764,60
VACREC-NA2,15,GONTK2A,16,EBETK2A,538,60
VACREC-NA2,16,EBETK2A,17,FLOTK2A,593,60
VACREC-NA2,17,FLOTK2A,18,CABTK2A,611,60
VACREC-NA2,18,CABTK2A,19,ESTACAA,323,40
VACRLA-NA2,1,ESTAN1A,2,SALIDLA,876,40
VACRLA-NA2,2,SALIDLA,3,ANDESLA,545,30
VACROAE-N2,1,ESTAN1A,2,ESTAN2A,241,60
VACROEA-N2,1,ESTAN1A,2,ESTAN2A,241,60
VACROEA-N2,2,ESTAN2A,3,OJOAG2A,295,60
VACROEA-N2,3,OJOAG2A,4,ETITK3A,796,40
VACROEA-N2,4,ETITK3A,5,CSITK2A,208,60
VACROEA-N2,5,CSITK2A,6,MILTK2A,978,60
VACROEA-N2,6,MILTK2A,7,CHITK2A,684,60
VACROEA-N2,7,CHITK2A,8,CELTK2A,278,60
VACROEA-N2,8,CELTK2A,9,ZAITK2A,313,60
VACROEA-N2,9,ZAITK2A,10,ULATK2A,240,60
VACROEA-N2,10,ULATK2A,11,ROCTK2A,428,60
VACROEA-N2,11,ROCTK2A,12,PALTK2A,268,60
VACROEA-N2,12,PALTK2A,13,LAJTK2A,463,60
VACROEA-N2,13,LAJTK2A,14,GONTK2A,764,60
VACROEA-N2,14,GONTK2A,15,EBETK2A,538,60
VACROEA-N2,15,EBETK2A,16,FLOTK2A,593,60
VACROEA-N2,16,FLOTK2A,17,CABTK2A,611,60
VACROEA-N2,17,CABTK2A,18,MECCB2A,728,60
VACROEA-N2,18,MECCB2A,19,JUDCB2A,331,40
VACROEA-N2,20,MELCB2A,21,C4BCB2A,522,30
VACROEA-N2,21,C4BCB2A,22,C7BCB2A,337,40
VACROEA-N2,22,C7BCB2A,23,TERCB2A,347,40
VACROEA-N2,23,TERCB2A,24,BOLIV2A,467,40
VACROEA-N2,24,BOLIV2A,25,NATCB3A,246,40
VACROEA-N2,25,NATCB3A,26,AVFCB2A,314,40
VACROEA-N2,26,AVFCB2A,27,BOLCB2A,246,40
VACROEA-N2,27,BOLCB2A,28,AMANE1A,344,40
VACROEC-N2,1,ESTAN1A,2,ESTAN2A,241,60
VACROEC-N2,2,ESTAN2A,3,IBVTK2A,474,60
VACROEC-N2,3,IBVTK2A,4,OJOAG2A,295,60
VACROEC-N2,4,OJOAG2A,5,ETITK3A,796,40
VACROEC-N2,5,ETITK3A,6,CSITK2A,208,60
VACROEC-N2,6,CSITK2A,7,MILTK2A,978,60
VACROEC-N2,7,MILTK2A,8,CHITK2A,684,60
VACROEC-N2,8,CHITK2A,9,CELTK2A,278,60
VACROEC-N2,9,CELTK2A,10,ZAITK2A,313,60
VACROEC-N2,10,ZAITK2A,11,ULATK2A,240,60
VACROEC-N2,11,ULATK2A,12,ROCTK2A,428,60
VACROEC-N2,12,ROCTK2A,13,PALTK2A,268,60
VACROEC-N2,13,PALTK2A,14,LAJTK2A,463,60
VACROEC-N2,14,LAJTK2A,15,GONTK2A,764,60
VACROEC-N2,15,GONTK2A,16,EBETK2A,538,60
VACROEC-N2,16,EBETK2A,17,FLOTK2A,593,60
VACROEC-N2,17,FLOTK2A,18,CABTK2A,611,60
VACROLA-N2,1,ESTAN1A,2,SALIDLA,876,40
VACROLA-N2,2,SALIDLA,3,ANDESLA,545,30
VACROPB-N2,1,ESTAN1A,2,ESTAN2A,241,60
VACROPB-N2,2,ESTAN2A,3,IBVTK2A,474,60
VACROPB-N2,3,IBVTK2A,4,OJOAG2A,295,60
VACROPB-N2,4,OJOAG2A,5,PMACN4A,386,60
VACROPB-N2,5,PMACN4A,6,ETITK3A,399,40
VACROPB-N2,6,ETITK3A,7,CSITK2A,208,60
VACROPB-N2,7,CSITK2A,8,MILTK2A,978,60
VACROPB-N2,8,MILTK2A,9,CHITK2A,684,60
VACROPB-N2,9,CHITK2A,10,CELTK2A,278,60
VACROPB-N2,10,CELTK2A,11,ZAITK2A,313,60
VACROPB-N2,11,ZAITK2A,12,ULATK2A,240,60
VACROPB-N2,12,ULATK2A,13,ROCTK2A,428,60
VACROPB-N2,13,ROCTK2A,14,PALTK2A,268,60
VACROPB-N2,14,PALTK2A,15,LAJTK2A,463,60
VACROPB-N2,15,LAJTK2A,16,GONTK2A,764,60
VACROPB-N2,16,GONTK2A,17,EBETK2A,538,60
VACROPB-N2,17,EBETK2A,18,FLOTK2A,593,60
VACROPB-N2,18,FLOTK2A,19,CABTK2A,611,60
VACROPB-N2,19,CABTK2A,20,PACAB  ,393,40
VACROPO-N2,1,ESTAN1A,2,ESTAN2A,241,60
VACROPO-N2,2,ESTAN2A,3,IBVTK2A,474,60
VACROPO-N2,3,IBVTK2A,4,PAOJO  ,714,40
VACROPS-N2,1,ESTAN1A,2,CLZVR1A,827,40
VACROPS-N2,2,CLZVR1A,3,VPESA1A,215,30
VACROSB-R2,1,ESTAN1A,2,ESTAN2A,241,60
VACROSB-R2,2,ESTAN2A,3,IBVTK2A,474,60
VACROSB-R2,3,IBVTK2A,4,OJOAG2A,295,60
VACROSB-R2,4,OJOAG2A,5,ETITK3A,796,40
VACROSB-R2,5,ETITK3A,6,CSITK2A,208,60
VACROSB-R2,6,CSITK2A,7,ESTSI2A,356,60
VACROVE-N2,1,ESTAN1A,2,VERAN3A,436,40
VACROVR-N2,1,ESTAN1A,2,SJOTK1A,606,60
VACROVR-N2,2,SJOTK1A,3,RODTK1A,306,60
VACROVR-N2,3,RODTK1A,4,PAZTK1A,372,60
VACROVR-N2,4,PAZTK1A,5,ERUTK1A,221,60
VACROVR-N2,5,ERUTK1A,6,MASMITA,836,60
VACROVR-N2,6,MASMITA,7,GESTATA,1353,60
VACROVR-N2,7,GESTATA,8,VILRICA,648,40
VACRPB-NA2,1,ESTAN1A,2,ESTAN2A,241,60
VACRPB-NA2,2,ESTAN2A,3,IBVTK2A,474,60
VACRPB-NA2,3,IBVTK2A,4,OJOAG2A,295,60
VACRPB-NA2,4,OJOAG2A,5,PMACN4A,386,60
VACRPB-NA2,5,PMACN4A,6,ETITK3A,399,40
VACRPB-NA2,6,ETITK3A,7,CSITK2A,208,60
VACRPB-NA2,7,CSITK2A,8,MILTK2A,978,60
VACRPB-NA2,8,MILTK2A,9,CHITK2A,684,60
VACRPB-NA2,9,CHITK2A,10,CELTK2A,278,60
VACRPB-NA2,10,CELTK2A,11,ZAITK2A,313,60
VACRPB-NA2,11,ZAITK2A,12,ULATK2A,240,60
VACRPB-NA2,12,ULATK2A,13,ROCTK2A,428,60
VACRPB-NA2,13,ROCTK2A,14,PALTK2A,268,60
VACRPB-NA2,14,PALTK2A,15,LAJTK2A,463,60
VACRPB-NA2,15,LAJTK2A,16,GONTK2A,764,60
VACRPB-NA2,16,GONTK2A,17,EBETK2A,538,60
VACRPB-NA2,17,EBETK2A,18,FLOTK2A,593,60
VACRPB-NA2,18,FLOTK2A,19,CABTK2A,611,60
VACRPB-NA2,19,CABTK2A,20,PACAB  ,393,40
VACRPO-NA2,1,ESTAN1A,2,ESTAN2A,241,60
VACRPO-NA2,2,ESTAN2A,3,IBVTK2A,474,60
VACRPO-NA2,3,IBVTK2A,4,PAOJO  ,714,40
VACRPS-NA2,1,ESTAN1A,2,CLZVR1A,827,40
VACRPS-NA2,2,CLZVR1A,3,VPESA1A,215,30
VACRSB-NA2,1,ESTAN1A,2,ESTAN2A,241,60
VACRSB-NA2,2,ESTAN2A,3,IBVTK2A,474,60
VACRSB-NA2,3,IBVTK2A,4,OJOAG2A,295,60
VACRSB-NA2,4,OJOAG2A,5,ETITK3A,796,40
VACRSB-NA2,5,ETITK3A,6,CSITK2A,208,60
VACRSB-NA2,6,CSITK2A,7,ESTSI2A,356,60
VACRVE-NA2,1,ESTAN1A,2,VERAN3A,436,40
VACRVR-NA2,2,SJOTK1A,3,RODTK1A,306,60
VACRVR-NA2,3,RODTK1A,4,PAZTK1A,372,60
VACRVR-NA2,4,PAZTK1A,5,ERUTK1A,221,60
VACRVR-NA2,5,ERUTK1A,6,MASMITA,836,60
VACRVR-NA2,6,MASMITA,7,GESTATA,1353,60
VACRVR-NA2,7,GESTATA,8,VILRICA,648,40
VACSBPF-N2,1,ESTAN1A,2,SJOTK1A,606,60
VACSBPF-N2,2,SJOTK1A,3,RODTK1A,306,60
VACSBPF-N2,3,RODTK1A,4,PAZTK1A,372,60
VACSBPF-N2,4,PAZTK1A,5,ERUTK1A,221,60
VACSBPF-N2,5,ERUTK1A,6,PSMTK4A,659,60
VACSBPF-N2,6,PSMTK4A,7,SSMTM3A,100,50
VACSBPF-N2,7,SSMTM3A,8,COLTM2A,393,60
VACSBPF-N2,8,COLTM2A,9,SHETM2A,619,60
VACSBPF-N2,9,SHETM2A,10,ROOTM2A,608,40
VACSBPF-N2,10,ROOTM2A,11,BALBO2A,1164,60
VACSBPF-N2,11,BALBO2A,12,PBAVE1A,842,40
VACXAZ-NA2,1,ESTAN1A,2,ESTAN2A,241,60
VACXAZ-NA2,2,ESTAN2A,3,IBVTK2A,474,60
VACXAZ-NA2,3,IBVTK2A,4,OJOAG2A,295,60
VACXAZ-NA2,4,OJOAG2A,5,ETITK3A,796,40
VACXAZ-NA2,5,ETITK3A,6,CSITK2A,208,60
VACXAZ-NA2,6,CSITK2A,7,MILTK2A,978,60
VACXAZ-NA2,7,MILTK2A,8,CHITK2A,684,60
VACXAZ-NA2,8,CHITK2A,9,CELTK2A,278,60
VACXAZ-NA2,9,CELTK2A,10,ZAITK2A,313,60
VACXAZ-NA2,10,ZAITK2A,11,ULATK2A,240,60
VACXAZ-NA2,11,ULATK2A,12,ROCTK2A,428,60
VACXAZ-NA2,12,ROCTK2A,13,PALTK2A,268,60
VACXAZ-NA2,13,PALTK2A,14,LAJTK2A,463,60
VACXAZ-NA2,14,LAJTK2A,15,GONTK2A,764,60
VACXAZ-NA2,15,GONTK2A,16,EBETK2A,538,60
VACXAZ-NA2,16,EBETK2A,17,FLOTK2A,593,60
VACXAZ-NA2,17,FLOTK2A,18,CABTK2A,611,60
VACXAZ-NA2,18,CABTK2A,19,CIUCB2A,793,60
VACXAZ-NA2,19,CIUCB2A,20,VCUTK2A,586,60
VACXAZ-NA2,20,VCUTK2A,21,ROQTK2A,327,60
VACXAZ-NA2,21,ROQTK2A,22,EALCDIA,632,30
VACXBN-NA2,1,ESTAN1A,2,ESTAN2A,241,60
VACXBN-NA2,2,ESTAN2A,3,IBVTK2A,474,60
VACXBN-NA2,3,IBVTK2A,4,OJOAG2A,295,60
VACXBN-NA2,4,OJOAG2A,5,ETITK3A,796,40
VACXBN-NA2,5,ETITK3A,6,CSITK2A,208,60
VACXBN-NA2,6,CSITK2A,7,MILTK2A,978,60
VACXBN-NA2,7,MILTK2A,8,CHITK2A,684,60
VACXBN-NA2,8,CHITK2A,9,CELTK2A,278,60
VACXBN-NA2,9,CELTK2A,10,ZAITK2A,313,60
VACXBN-NA2,10,ZAITK2A,11,ULATK2A,240,60
VACXBN-NA2,11,ULATK2A,12,ROCTK2A,428,60
VACXBN-NA2,12,ROCTK2A,13,PALTK2A,268,60
VACXBN-NA2,13,PALTK2A,14,LAJTK2A,463,60
VACXBN-NA2,14,LAJTK2A,15,GONTK2A,764,60
VACXBN-NA2,15,GONTK2A,16,EBETK2A,538,60
VACXBN-NA2,16,EBETK2A,17,FLOTK2A,593,60
VACXBN-NA2,17,FLOTK2A,18,CABTK2A,611,60
VACXBN-NA2,18,CABTK2A,19,CIUCB2A,793,60
VACXBN-NA2,19,CIUCB2A,20,VCUTK2A,586,60
VACXBN-NA2,20,VCUTK2A,21,ROQTK2A,327,60
VACXBN-NA2,21,ROQTK2A,22,ADITK2A,537,60
VACXBN-NA2,22,ADITK2A,23,VGRTK2A,902,60
VACXBN-NA2,23,VGRTK2A,24,BALTK2A,522,60
VACXBN-NA2,24,BALTK2A,25,PANTK2A,543,60
VACXBN-NA2,25,PANTK2A,26,NVATK2A,494,60
VACXBN-NA2,26,NVATK2A,27,ANCTK2A,516,60
VACXBN-NA2,27,ANCTK2A,28,CANTK2A,624,60
VACXBN-NA2,28,CANTK2A,29,HCRTK2A,505,60
VACXBN-NA2,29,HCRTK2A,30,VINTK2A,296,60
VACXBN-NA2,30,VINTK2A,31,SANVI2A,910,60
VACXBN-NA2,31,SANVI2A,32,ABUTK2A,385,60
VACXBN-NA2,32,ABUTK2A,33,UNITK2A,354,60
VACXBN-NA2,33,UNITK2A,34,GRATK2A,391,60
VACXBN-NA2,34,GRATK2A,35,PEDTK2A,483,60
VACXBN-NA2,35,PEDTK2A,36,LONTK2A,472,60
VACXBN-NA2,36,LONTK2A,37,LLCTK4A,406,60
VACXBN-NA2,37,LLCTK4A,38,ECRTK2A,170,60
VACXBN-NA2,38,ECRTK2A,39,DONBN2A,240,60
VAECNAL-N1,1,ESTAN2A,2,IBVTK2A,474,60
VAECNAL-N1,2,IBVTK2A,3,OJOAG2A,295,60
VAECNAL-N1,3,OJOAG2A,4,TINCN1A,3294,80
VAECNAL-N1,4,TINCN1A,5,ALBROCA,12926,40
VAECNC5-N1,1,ESTAN2A,2,IBVTK2A,474,60
VAECNC5-N1,2,IBVTK2A,3,OJOAG2A,295,60
VAECNC5-N1,3,OJOAG2A,4,TINCN1A,3294,80
VAECNC5-N1,4,TINCN1A,5,JPACE4A,7767,60
VAECNC5-N1,5,JPACE4A,6,LOCER1A,645,60
VAECNC5-N1,6,LOCER1A,7,CEVTM1A,481,60
VAECNC5-N1,7,CEVTM1A,8,HSBCL3A,1934,60
VAECNM1-N2,1,ESTAN2A,2,IBVTK2A,474,60
VAECNM1-N2,2,IBVTK2A,3,OJOAG2A,295,60
VAECNM1-N2,3,OJOAG2A,4,PINCB2A,1542,40
VAECNM1-N2,4,PINCB2A,5,ISMCB2A,249,40
VAECNM1-N2,5,ISMCB2A,6,VILCB2A,344,40
VAECNM1-N2,6,VILCB2A,7,ENTMP2A,630,40
VAECNM1-N2,7,ENTMP2A,8,CORMP2A,465,40
VAECNM1-N2,9,MANOP2A,10,MANOP1A,658,40
VAECNPC-N1,1,ESTAN2A,2,OJOAG2A,769,60
VAECNPC-N1,2,OJOAG2A,3,TINCN1A,3294,80
VAECNPC-N1,3,TINCN1A,4,CIBAN1A,12664,60
VAECNPC-N1,4,CIBAN1A,5,ENADA1A,562,60
VAECNPC-N1,5,ENADA1A,6,HOOAD1A,1054,40
VAECNPC-N1,6,HOOAD1A,7,FIGAD1A,1205,40
VAECNPC-N1,7,FIGAD1A,8,FIGAD2A,1198,40
VAECNPC-N1,8,FIGAD2A,9,HOOAD2A,583,40
VAECNPC-N1,9,HOOAD2A,10,PACHO  ,2428,40
VAECNPH-N1,1,ESTAN2A,2,IBVTK2A,474,60
VAECNPH-N1,2,IBVTK2A,3,OJOAG2A,295,60
VAECNPH-N1,3,OJOAG2A,4,TINCN1A,3294,80
VAECNPH-N1,4,TINCN1A,5,PACUR  ,10062,40
VAECNPJ-N1,1,ESTAN2A,2,IBVTK2A,474,60
VAECNPJ-N1,2,IBVTK2A,3,OJOAG2A,295,60
VAECNPJ-N1,3,OJOAG2A,4,TINCN1A,3294,80
VAECNPJ-N1,4,TINCN1A,5,RODCA1A,3312,60
VAECNPJ-N1,5,RODCA1A,6,PACAF  ,7300,60
VAECNS1-N2,1,ESTAN2A,2,IBVTK2A,474,60
VAECNS1-N2,2,IBVTK2A,3,OJOAG2A,295,60
VAECNS1-N2,3,OJOAG2A,4,FULCB1A,1768,40
VAECNS1-N2,4,FULCB1A,5,EPUSI1A,362,40
VAECNS1-N2,5,EPUSI1A,6,POLIC1A,391,30
VAECNS1-N2,6,POLIC1A,7,CSTSL2A,65,40
VAECNS1-N2,7,CSTSL2A,8,ETAP11A,309,40
VAECNST-N2,1,ESTAN2A,2,IBVTK2A,474,60
VAECNST-N2,2,IBVTK2A,3,OJOAG2A,295,60
VAECNST-N2,3,OJOAG2A,4,FULCB1A,1768,40
VAECNST-N2,4,FULCB1A,5,EPUSI1A,362,40
VAECNST-N2,5,EPUSI1A,6,POLIC1A,391,30
VAECNST-N2,6,POLIC1A,7,CSTSL2A,65,40
VAECNST-N2,7,CSTSL2A,8,ESCSL2A,331,30
VAECNST-N2,8,ESCSL2A,9,ET4SL2A,285,40
VAECNST-N2,9,ET4SL2A,10,C10SL2A,163,40
VAECNST-N2,10,C10SL2A,11,GUASL2A,145,40
VAECNST-N2,11,GUASL2A,12,STMSL2A,398,30
VAECNST-N2,12,STMSL2A,13,SANTA2A,360,40
VAECNST-N2,13,SANTA2A,14,ESTASLA,379,40
VAECNTE-N2,1,ESTAN2A,2,IBVTK2A,474,60
VAECNTE-N2,2,IBVTK2A,3,OJOAG2A,295,60
VAECNTE-N2,3,OJOAG2A,4,FULCB1A,1768,40
VAECNTE-N2,4,FULCB1A,5,EPUSI1A,362,40
VAECNTE-N2,5,EPUSI1A,6,POLIC1A,391,30
VAECNTE-N2,6,POLIC1A,7,ESCSL2A,331,30
VAECNTE-N2,7,ESCSL2A,8,ET4SL2A,285,40
VAECNTE-N2,8,ET4SL2A,9,C10SL2A,163,40
VAECNTE-N2,9,C10SL2A,10,GUASL2A,145,40
VAECNTE-N2,10,GUASL2A,11,STMSL2A,398,30
VAECNTE-N2,11,STMSL2A,12,SANTA2A,360,40
VAECNTE-N2,12,SANTA2A,13,ESTATCA,936,40
VAECNVV-N1,1,ESTAN2A,2,IBVTK2A,474,60
VAECNVV-N1,2,IBVTK2A,3,OJOAG2A,295,60
VAECNVV-N1,3,OJOAG2A,4,TINCN1A,3294,80
VAECNVV-N1,5,GMSCN1A,6,VVETK2A,1977,60
VAENAL-NA1,1,ESTAN2A,2,IBVTK2A,474,60
VAENAL-NA1,2,IBVTK2A,3,OJOAG2A,295,60
VAENAL-NA1,3,OJOAG2A,4,TINCN1A,3294,80
VAENC5-NA1,1,ESTAN2A,2,IBVTK2A,474,60
VAENC5-NA1,2,IBVTK2A,3,OJOAG2A,295,60
VAENC5-NA1,3,OJOAG2A,4,TINCN1A,3294,80
VAENC5-NA1,4,TINCN1A,5,JPACE4A,7767,60
VAENC5-NA1,5,JPACE4A,6,LOCER1A,645,60
VAENC5-NA1,6,LOCER1A,7,CEVTM1A,481,60
VAENC5-NA1,7,CEVTM1A,8,HSBCL3A,1934,60
VAENM1-NA2,1,ESTAN2A,2,IBVTK2A,474,60
VAENM1-NA2,2,IBVTK2A,3,OJOAG2A,295,60
VAENM1-NA2,3,OJOAG2A,4,PINCB2A,1542,40
VAENM1-NA2,4,PINCB2A,5,ISMCB2A,249,40
VAENM1-NA2,5,ISMCB2A,6,VILCB2A,344,40
VAENM1-NA2,6,VILCB2A,7,ENTMP2A,630,40
VAENM1-NA2,7,ENTMP2A,8,CORMP2A,465,40
VAENM1-NA2,8,CORMP2A,9,MANOP2A,519,40
VAENM1-NA2,9,MANOP2A,10,MANOP1A,658,40
VAENPC-NA1,1,ESTAN2A,2,IBVTK2A,474,60
VAENPC-NA1,2,IBVTK2A,3,OJOAG2A,295,60
VAENPC-NA1,3,OJOAG2A,4,TINCN1A,3294,80
